to,from,weight
10576,12903,2
10576,12908,4
10576,12970,2
10576,12984,20
10576,13107,4
10576,13374,3
10576,13406,3
10576,13407,13
10576,13439,3
10576,13482,47
10576,13496,16
10576,13503,1
10576,13642,1
10576,13675,7
10576,14480,1
10576,14622,2
10576,14623,1
10576,14642,1
10576,16084,8
10576,17078,15
10576,17080,3
10576,19325,2
10576,22292,1
10576,22700,62
10576,22755,6
10576,22997,5
10576,29772,1
10576,35010,2
10576,35011,2
10576,38639,1
10576,44533,54
10577,10277,4
10578,10277,4
10578,23015,4
10579,10277,4
10580,10277,4
10581,10277,4
10582,10277,7
10583,10277,3
10584,10277,3
10585,10277,4
10586,10128,1
10586,10151,1
10586,10277,3
10586,10432,3
10586,10475,20
10586,10524,4
10586,11037,6
10586,14234,4
10587,10277,3
10587,23016,3
10587,26822,5
10587,26990,2
10588,10084,6
10588,10135,1
10588,10161,4
10588,10163,1
10588,10277,4
10588,13447,1
10588,14341,2
10588,22700,3
10588,35431,1
10589,10030,2
10589,10056,44
10589,10068,30
10589,10116,4
10589,10130,3
10589,10277,3
10589,10480,2
10589,10490,5
10589,10517,8
10589,10606,11
10589,10754,2
10589,10764,9
10589,10777,1
10589,10866,2
10589,10894,1
10589,10979,4
10589,11081,4
10589,11291,14
10589,11293,14
10589,11411,1
10589,11412,1
10589,11418,6
10589,11427,17
10589,11445,1
10589,11449,1
10589,11453,187
10589,11472,2
10589,11567,5
10589,11583,6
10589,11627,2
10589,12119,1
10589,12649,33
10589,12706,1
10589,12707,2
10589,12936,3
10589,13230,1
10589,13762,1
10589,14234,1
10589,14270,6
10589,14483,2
10589,16016,2
10589,19099,8
10589,20725,2
10589,20856,2
10589,20938,4
10589,21125,17
10589,21142,10
10589,22810,2
10589,23151,2
10589,23684,4
10589,26174,10
10589,26728,3
10589,34581,3
10589,43316,1
10590,10277,3
10591,10063,4
10591,10277,3
10591,10426,1
10591,10544,58
10591,10595,3
10591,11206,1
10591,12467,1
10591,14234,47
10591,19599,6
10591,20202,3
10591,26854,3
10591,26883,2
10591,27897,1
10592,10063,12
10592,10066,4
10592,10277,3
10592,10338,1
10592,11172,1
10593,10161,3
10593,10277,6
10593,10432,3
10593,10484,1
10593,10489,2
10593,10491,4
10593,10525,3
10593,10527,3
10593,10546,1
10593,10880,3
10593,11172,1
10593,11427,3
10593,12440,3
10593,12975,1
10593,16044,2
10593,26193,1
10594,10015,3
10594,10052,51
10594,10063,4
10594,10114,3
10594,10277,4
10594,10379,3
10594,10391,34
10594,10432,3
10594,10475,4
10594,10482,6
10594,10668,1
10594,11037,47
10594,11793,9
10594,11801,23
10594,12120,4
10594,12717,4
10594,12924,4
10594,14216,7
10594,14219,1
10594,14231,3
10594,14237,9
10594,22963,3
10595,10003,10
10595,10091,3
10595,10143,6
10595,10277,4
10595,10475,2
10595,10518,3
10595,10544,499
10595,10569,6
10595,10587,3
10595,10591,15
10595,10596,1
10595,10718,51
10595,10740,6
10595,10851,3
10595,11453,2
10595,11826,3
10595,12254,3
10595,12744,9
10595,12767,3
10595,13085,6
10595,13142,6
10595,13172,2
10595,13278,7
10595,13329,6
10595,13779,1
10595,15888,3
10595,15971,8
10595,18200,2
10595,18265,3
10595,19599,183
10595,19683,2
10595,20434,3
10595,20708,3
10595,22596,18
10595,22939,3
10595,22989,12
10595,23015,3
10595,23016,94
10595,23762,6
10595,26818,3
10595,26822,15
10595,26826,2
10595,26830,3
10595,26831,19
10595,26832,13
10595,26850,12
10595,26854,2
10595,26879,3
10595,26883,1
10595,26927,3
10595,26928,3
10595,26983,6
10595,26990,20
10595,27117,5
10595,27240,3
10595,27247,5
10595,27552,3
10595,27617,3
10595,27821,3
10595,27823,3
10595,27897,1
10595,27966,1
10595,27976,1
10595,27996,1
10596,10023,2
10596,10277,3
10596,10399,1
10596,13515,3
10596,16712,2
10597,10003,19
10597,10015,8
10597,10060,3
10597,10063,7
10597,10066,11
10597,10123,3
10597,10163,4
10597,10277,4
10597,10278,3
10597,10326,3
10597,10381,3
10597,10391,12
10597,10427,2
10597,10475,5
10597,10485,1
10597,10561,3
10597,10596,2
10597,10597,3
10597,10991,4
10597,11678,3
10597,12820,3
10597,12983,2
10597,13106,10
10597,15901,2
10597,22700,3
10598,10040,6
10598,10049,2
10598,10187,6
10598,10275,2
10598,10277,3
10598,10679,6
10598,11412,2
10598,11426,3
10598,11453,1
10598,11515,2
10598,11583,2
10598,13477,2
10598,13612,1
10598,16134,3
10598,23163,1
10598,26190,1
10598,30124,1
10598,37946,3
10599,10277,3
10600,10175,20
10600,10277,3
10600,10600,26
10600,11027,16
10600,12743,17
10600,13620,6
10600,13653,5
10600,14437,2
10600,17167,229
10600,17283,2
10600,17373,6
10600,17662,12
10600,19974,1
10601,10277,4
10602,10277,3
10603,10277,8
10604,10277,3
10605,10036,14
10605,10056,2
10605,10066,4
10605,10079,3
10605,10104,2
10605,10130,10
10605,10163,22
10605,10187,2
10605,10275,3
10605,10277,3
10605,10475,7
10605,10480,4
10605,10492,2
10605,10666,2
10605,11036,1
10605,11101,2
10605,11293,6
10605,11453,212
10605,11515,4
10605,11583,2
10605,11616,2
10605,11627,2
10605,11647,25
10605,11966,2
10605,12398,4
10605,12724,2
10605,12778,4
10605,12860,2
10605,13303,1
10605,16134,4
10605,19099,2
10605,21142,2
10605,22676,4
10605,22692,3
10605,22757,2
10605,38145,1
10605,43319,2
10606,10040,1
10606,10130,9
10606,10264,6
10606,10277,3
10606,10360,2
10606,10367,1
10606,10426,2
10606,10442,1
10606,10867,1
10606,10939,1
10606,11291,2
10606,11309,9
10606,11316,2
10606,11425,1
10606,11427,6
10606,11443,2
10606,11453,6
10606,11471,1
10606,11544,2
10606,14080,1
10606,16134,1
10606,16773,2
10606,23591,2
10606,34951,3
10606,40810,1
10606,43508,1
10606,43509,1
10607,10277,7
10608,10277,4
10609,10277,4
10610,10277,4
10610,10361,1
10610,10484,1
10611,10277,4
10612,10277,4
10613,10021,2
10613,10277,3
10614,10277,3
10615,10277,3
10616,10277,3
10616,10484,59
10616,22971,3
10616,23020,5
10617,10277,4
10617,10278,8
10617,10721,3
10617,10983,8
10617,12723,1
10617,12756,2
10617,14382,3
10617,17623,13
10617,18394,3
10617,28717,4
10617,28739,5
10617,30821,5
10618,10277,3
10619,10277,3
10619,21588,2
10620,10277,3
10621,10277,3
10622,10003,11
10622,10277,3
10622,10418,2
10622,10442,1
10622,10622,4
10622,11647,8
10622,12702,3
10622,12703,3
10623,10277,3
10624,10015,33
10624,10031,1
10624,10277,3
10624,10391,4
10624,10485,1
10624,11150,8
10624,11184,1
10624,12650,4
10624,12746,4
10624,34279,3
10625,10277,3
10626,10277,3
10627,10161,2
10627,10277,4
10627,25450,4
10628,10629,18
10628,10630,2
10628,10633,14
10628,10634,8
10628,10636,20
10628,10638,2
10628,10639,2
10628,10640,2
10628,10645,4
10628,10646,6
10628,10656,2
10628,10705,2
10628,10742,2
10628,10750,2
10628,10751,2
10628,10753,2
10628,10757,2
10628,10760,2
10628,16214,1
10628,37622,2
10629,10631,2
10629,10633,4
10629,10636,4
10629,10661,2
10630,10636,2
10631,10130,2
10631,10248,2
10631,10636,2
10631,10658,1
10631,12980,1
10631,44310,1
10632,10633,2
10632,17914,3
10633,10635,4
10633,10657,2
10633,10663,2
10633,10739,2
10634,10060,3
10634,10278,3
10634,10629,2
10634,10633,6
10634,10635,4
10634,10636,2
10634,10638,2
10634,10650,2
10634,10703,2
10634,10743,2
10634,12723,3
10635,10633,4
10635,10636,2
10636,10629,2
10636,10635,2
10636,10637,2
10636,10638,2
10636,10705,2
10636,10742,2
10636,12786,3
10636,21122,1
10637,10636,4
10638,10636,4
10638,10644,2
10638,10650,2
10639,42570,2
10641,10275,5
10641,10531,4
10641,10642,2
10641,12780,3
10641,13151,1
10641,14064,2
10641,14118,2
10641,14188,1
10641,24542,1
10642,10120,11
10642,11463,4
10643,10278,7
10643,10631,2
10643,10636,2
10643,10642,2
10643,24547,1
10644,10638,2
10645,10120,1
10646,10635,6
10647,10635,6
10647,10646,2
10648,10635,4
10648,10646,2
10649,10064,2
10649,10636,6
10649,10638,2
10649,10649,2
10649,10741,7
10649,10886,4
10649,10887,14
10649,10988,1
10649,11394,1
10649,12013,3
10649,14308,1
10649,20051,1
10651,10650,2
10651,10802,1
10651,11310,1
10651,21728,3
10652,10636,2
10652,16106,2
10652,26289,2
10653,10104,6
10653,10169,8
10653,10278,67
10653,10418,6
10653,10475,130
10653,10544,28
10653,10576,6
10653,10636,4
10653,10692,6
10653,11445,2
10653,11453,15
10653,12690,3
10653,12702,4
10653,12936,2
10653,12957,12
10653,13385,2
10653,15877,13
10653,16021,16
10653,16150,2
10653,17345,3
10653,19599,3
10653,26244,3
10653,26602,3
10653,28743,3
10653,34562,3
10653,34581,3
10653,38989,4
10654,10633,8
10655,10633,8
10655,34733,1
10657,11453,2
10658,10175,6
10658,10275,4
10658,10278,13
10658,10320,1
10658,10531,4
10658,10631,1
10658,10641,2
10658,10643,2
10658,10698,2
10658,11471,1
10658,12709,3
10658,12772,1
10658,12882,5
10658,13456,1
10658,13620,25
10658,17365,6
10658,24547,1
10658,32201,2
10659,10150,3
10659,10427,4
10659,10643,2
10659,10982,1
10659,15877,3
10660,10643,2
10661,10633,2
10661,11427,2
10661,11438,6
10661,22952,2
10661,31965,2
10662,10662,2
10663,10635,2
10663,12867,3
10663,29060,5
10664,10391,9
10664,10635,2
10665,10001,6
10665,10003,4
10665,10389,6
10665,10418,1
10665,10448,1
10665,10520,2
10665,10531,8
10665,10544,18
10665,10666,2
10665,11442,3
10665,11624,6
10665,12690,6
10665,12753,8
10665,12810,3
10665,12924,16
10665,13148,1
10665,13824,1
10665,13829,1
10665,17320,8
10665,19502,3
10665,26822,3
10665,26990,3
10665,27443,2
10665,28943,3
10665,40921,3
10665,40933,3
10666,10003,3
10666,10130,24
10666,10163,19
10666,10187,11
10666,10264,1
10666,10275,1
10666,10277,4
10666,10475,2
10666,10480,18
10666,10491,6
10666,10525,11
10666,10544,5
10666,10666,7
10666,10754,2
10666,10888,84
10666,11075,2
10666,11160,6
10666,11233,1
10666,11265,1
10666,11453,86
10666,11515,48
10666,11544,7
10666,11587,1
10666,11966,11
10666,12130,1
10666,12913,2
10666,13774,8
10666,14609,3
10666,14614,1
10666,16044,4
10666,16134,4
10666,18103,2
10666,19439,2
10666,20418,1
10666,20551,1
10666,23015,4
10666,23642,2
10666,23643,2
10666,25097,6
10666,25797,4
10666,26173,1
10666,26198,4
10666,26244,2
10666,26312,6
10666,26329,1
10666,26387,4
10666,27452,3
10666,27897,1
10666,28748,6
10666,38145,1
10666,43195,3
10666,45719,6
10667,10277,1
10667,10904,1
10668,10475,2
10668,10493,5
10668,10668,5
10668,11588,4
10668,13184,4
10668,22700,6
10669,10003,5
10669,10123,10
10669,10163,12
10669,10485,3
10669,10544,4
10669,10668,152
10669,11018,3
10669,11150,16
10669,11421,1
10669,11649,3
10669,13058,6
10669,13405,1
10669,13706,2
10669,17392,1
10669,29032,3
10669,29600,7
10669,30128,1
10670,10232,1
10670,10289,2
10670,10310,19
10670,10472,22
10670,10504,6
10670,10558,5
10670,10562,1
10670,10602,1
10670,10671,3
10670,10695,3
10670,10736,3
10670,10737,3
10670,10761,1
10670,10775,21
10670,10778,1
10670,10791,2
10670,10795,3
10670,10798,1
10670,10800,1
10670,10816,1
10670,10825,1
10670,10829,8
10670,10833,10
10670,10847,2
10670,10871,1
10670,10877,2
10670,10881,1
10670,10882,2
10670,10899,2
10670,10910,2
10670,10911,1
10670,10922,1
10670,10931,1
10670,10948,1
10670,10951,2
10670,10952,1
10670,10958,1
10670,10963,1
10670,10969,3
10670,10995,1
10670,11001,1
10672,10636,2
10673,10636,4
10674,10636,2
10675,10017,6
10675,10524,3
10675,11427,1
10675,13560,3
10675,23616,2
10675,40655,1
10676,10497,3
10677,10497,3
10678,10497,3
10679,10006,1
10679,10130,2
10679,10150,1
10679,10187,6
10679,10275,2
10679,10408,1
10679,11453,2
10679,12092,3
10679,12819,1
10679,12892,4
10679,45720,3
10680,10052,6
10680,10680,5
10680,10887,4
10680,11257,4
10680,12879,3
10680,12961,1
10680,14214,3
10680,14234,461
10680,14247,5
10680,14254,19
10680,20051,13
10680,20606,6
10680,20718,1
10680,20846,3
10680,22053,9
10680,22054,48
10680,22073,12
10680,22075,9
10680,22078,11
10680,22097,6
10680,22133,3
10680,22337,1
10680,22381,2
10680,22410,1
10680,22433,1
10680,33160,4
10681,10003,6
10681,10427,4
10681,10475,5
10681,16185,1
10681,27755,3
10682,10361,9
10682,10682,32
10682,10785,2
10684,10685,167
10685,11453,2
10686,10275,1
10686,10475,3
10686,10629,2
10686,10636,2
10686,10721,3
10686,10982,2
10686,14437,4
10686,17283,6
10686,19974,1
10687,10636,2
10688,10017,24
10688,10063,4
10688,10153,1
10688,10154,1
10688,10194,6
10688,10232,28
10688,10264,1
10688,10268,1
10688,10338,1
10688,10389,2
10688,10482,19
10688,10606,1
10688,10780,12
10688,10848,6
10688,10861,2
10688,10866,1
10688,10885,6
10688,10886,10
10688,10996,14
10688,11416,1
10688,11703,1
10688,11889,12
10688,12064,1
10688,12170,3
10688,12312,1
10688,12440,2
10688,12952,2
10688,13587,4
10688,14234,6
10688,14270,6
10688,14282,3
10688,15877,2
10688,16542,1
10688,16853,1
10688,16924,1
10688,16935,26
10688,16960,8
10688,17076,6
10688,17085,1
10688,17101,1
10688,17109,11
10688,17464,1
10688,19567,2
10688,20174,19
10688,20175,3
10688,20176,2
10688,20178,2
10688,20179,2
10688,20182,2
10688,20199,3
10688,20201,7
10688,20208,2
10688,20222,2
10688,20223,1
10688,20225,1
10688,20230,1
10688,20231,1
10688,20235,2
10688,20236,1
10688,20238,2
10688,20245,1
10688,20246,1
10688,20247,1
10688,20248,1
10688,20251,1
10688,20260,1
10688,20262,3
10688,20267,1
10688,20269,1
10689,10017,24
10689,10063,4
10689,10194,6
10689,10688,6
10689,13570,3
10689,20201,7
10690,10017,24
10690,10063,4
10690,10178,2
10690,10225,18
10690,10232,2
10690,10268,12
10690,10352,1
10690,10482,5
10690,10509,3
10690,10516,6
10690,10690,32
10690,10754,12
10690,10991,2
10690,11070,2
10690,11293,2
10690,11420,8
10690,11426,2
10690,11427,33
10690,11453,11
10690,11536,2
10690,11538,5
10690,11553,3
10690,11601,17
10690,12239,2
10690,12767,3
10690,12961,6
10690,13399,3
10690,14331,3
10690,14525,3
10690,16935,1
10690,17430,1
10690,20039,4
10690,20048,4
10690,20051,39
10690,20201,4
10690,20433,5
10690,20555,2
10690,21527,3
10690,23483,3
10690,33547,1
10690,44873,11
10690,44893,3
10690,44894,6
10690,44903,1
10690,44912,1
10690,44954,1
10690,44970,2
10690,45141,5
10690,45148,1
10690,45168,2
10690,45173,1
10690,45191,1
10690,45192,1
10690,45195,10
10690,45196,1
10690,45209,2
10690,45224,1
10690,45235,1
10690,45236,1
10691,10432,3
10692,10278,15
10692,10389,6
10692,10432,6
10692,10475,30
10692,10531,3
10692,10544,4
10692,10569,4
10692,12723,3
10692,12847,3
10692,12936,1
10692,34591,6
10692,34602,1
10692,44561,1
10693,10685,645
10693,11352,24
10693,20266,24
10694,10003,4
10694,10063,3
10694,10391,6
10694,10475,6
10696,10538,3
10697,10538,3
10698,10104,9
10698,10163,63
10698,10418,2
10698,10518,11
10698,10531,8
10698,10636,2
10698,10658,4
10698,10666,1
10698,11442,2
10698,11879,3
10698,12690,18
10698,12691,4
10698,12692,3
10698,12695,4
10698,12703,1
10698,12734,8
10698,12753,11
10698,12780,1
10698,12784,1
10698,13009,10
10698,13052,4
10698,13082,3
10698,13187,2
10698,13400,10
10698,13567,1
10698,21891,3
10698,21892,1
10699,10633,2
10700,10633,2
10701,10629,2
10702,10645,2
10702,10703,2
10703,10645,2
10704,10705,4
10705,10633,2
10705,10713,2
10706,10633,2
10707,10633,2
10708,10094,1
10708,10275,1
10708,10427,2
10708,10445,1
10708,10633,6
10708,10747,2
10708,11092,2
10708,13064,4
10708,13405,1
10708,13441,2
10708,15887,1
10708,20030,2
10708,20745,2
10709,10705,2
10710,10711,2
10712,10713,2
10713,13490,1
10713,21645,1
10714,10713,2
10715,10633,2
10716,10633,2
10717,10277,4
10718,10277,5
10718,10360,4
10718,10544,45
10718,10595,9
10718,10636,6
10718,11206,1
10718,12743,2
10718,26599,6
10718,27247,2
10718,29855,2
10719,10360,2
10719,10636,2
10719,11420,2
10719,16960,2
10720,10629,2
10721,10175,26
10721,10248,2
10721,10275,4
10721,10278,6
10721,10292,5
10721,10389,6
10721,10408,6
10721,10475,2
10721,10479,1
10721,10531,6
10721,10539,3
10721,10544,114
10721,10596,1
10721,10721,3
10721,10764,1
10721,11205,1
10721,11206,4
10721,12718,1
10721,12743,3
10721,12786,3
10721,12820,1
10721,12893,3
10721,16068,3
10721,16222,1
10721,17283,4
10721,19599,8
10721,23015,4
10721,26823,11
10721,27046,3
10721,27178,3
10721,27311,3
10721,27486,3
10721,27849,1
10721,27897,2
10721,28595,1
10721,32355,1
10721,41732,1
10722,10163,3
10722,11709,3
10722,12696,3
10723,10277,4
10723,10724,3
10723,22107,1
10723,30214,1
10725,10724,3
10725,30214,1
10726,10473,3
10727,10473,3
10728,10473,3
10730,10636,2
10731,10230,3
10731,10289,3
10731,10324,2
10731,10343,1
10731,10406,2
10731,10732,3
10731,10761,8
10731,10794,1
10731,10811,2
10731,10819,2
10731,10839,1
10731,10843,1
10731,10860,5
10731,10921,2
10731,10926,1
10731,10933,2
10731,10987,1
10731,11009,1
10733,10061,33
10734,10061,33
10735,10061,33
10735,10150,2
10738,10003,23
10738,10278,6
10738,10432,3
10738,10475,24
10738,10544,9
10738,10636,2
10738,10764,8
10738,11316,3
10738,11418,3
10738,11427,1
10738,11453,2
10738,12254,3
10738,12820,1
10738,12983,2
10738,13002,1
10738,13473,1
10738,18103,10
10738,22965,9
10738,23569,2
10738,26450,8
10738,26927,3
10738,29032,3
10739,10163,4
10739,10633,4
10739,11505,2
10739,19599,1
10740,10524,8
10740,10544,20
10740,10595,3
10740,11206,8
10740,13142,4
10740,14484,4
10740,20051,1
10740,23016,10
10740,23096,1
10740,26832,2
10740,27563,3
10741,10015,36
10741,10017,4
10741,10023,2
10741,10028,1
10741,10031,3
10741,10037,1
10741,10063,22
10741,10123,2
10741,10135,2
10741,10275,17
10741,10277,1
10741,10338,1
10741,10425,1
10741,10459,4
10741,10480,3
10741,10544,4
10741,10596,1
10741,10741,17
10741,10886,3
10741,11036,3
10741,11037,1
10741,11172,1
10741,11206,1
10741,11394,2
10741,11405,4
10741,11440,53
10741,11597,38
10741,11601,3
10741,11647,4
10741,12013,8
10741,12148,3
10741,12447,1
10741,12691,4
10741,12726,7
10741,12746,4
10741,12834,1
10741,12866,1
10741,12889,1
10741,13099,5
10741,13512,1
10741,13644,2
10741,13683,1
10741,13727,1
10741,14230,1
10741,14255,3
10741,14302,1
10741,14308,2
10741,15904,1
10741,16935,1
10741,17005,2
10741,19178,1
10741,20180,1
10741,22292,2
10741,22422,2
10741,22700,4
10741,26110,1
10741,33100,1
10741,35404,1
10741,41239,1
10741,43993,1
10742,17291,1
10742,17478,1
10743,11150,11
10743,16182,6
10743,37780,3
10744,10743,2
10744,13151,4
10745,10633,2
10746,10633,2
10747,10633,2
10747,11092,2
10747,19821,1
10748,10633,2
10748,14249,1
10748,27647,6
10749,10633,2
10749,10739,1
10749,11505,2
10750,10427,2
10750,10544,4
10751,11320,2
10751,13151,2
10751,13806,3
10751,13807,1
10751,13824,1
10751,13836,1
10751,13843,1
10751,13868,1
10751,14090,2
10751,16469,3
10751,20158,2
10751,21645,1
10751,21842,1
10751,29177,2
10752,10629,2
10752,11435,2
10752,23838,3
10753,10031,2
10753,10150,28
10753,10982,1
10753,11280,2
10753,14327,2
10753,17284,2
10753,17324,2
10753,17436,2
10754,10003,24
10754,10015,16
10754,10031,2
10754,10130,10
10754,10135,6
10754,10149,2
10754,10150,2
10754,10163,8
10754,10172,6
10754,10175,6
10754,10206,6
10754,10268,408
10754,10475,2
10754,10490,46
10754,10516,6
10754,10543,4
10754,10544,24
10754,10596,3
10754,10666,2
10754,10690,2
10754,10753,2
10754,10888,31
10754,10979,2
10754,11316,2
10754,11318,2
10754,11412,2
10754,11420,2
10754,11421,5
10754,11426,10
10754,11427,79
10754,11435,8
10754,11445,3
10754,11453,58
10754,11516,3
10754,11536,3
10754,11553,4
10754,11566,18
10754,12424,2
10754,12669,2
10754,12707,18
10754,12735,2
10754,12786,55
10754,12975,2
10754,12977,2
10754,12983,1
10754,13155,3
10754,13192,8
10754,13381,22
10754,13382,9
10754,13483,2
10754,13774,8
10754,14322,8
10754,14341,3
10754,14351,4
10754,14367,2
10754,14609,3
10754,15877,10
10754,15931,2
10754,16278,8
10754,16788,2
10754,18103,19
10754,19714,10
10754,20427,4
10754,23011,2
10754,23016,3
10754,23498,2
10754,23616,6
10754,26053,8
10754,26102,3
10754,26111,2
10754,26170,2
10754,26236,2
10754,26423,21
10754,26586,1
10754,26889,2
10754,27155,2
10754,27702,3
10754,29032,3
10754,35839,2
10754,38296,2
10755,10658,2
10755,10685,602
10755,13006,5
10755,14423,4
10755,19410,2
10755,22448,10
10756,10636,2
10758,10636,2
10759,10633,2
10759,29534,1
10762,10682,13
10762,10763,40
10762,10785,30
10763,10277,1
10764,10003,3
10764,10069,1
10764,10076,1
10764,10157,1
10764,10178,1
10764,10182,2
10764,10187,1
10764,10237,7
10764,10249,2
10764,10264,4
10764,10269,5
10764,10275,15
10764,10277,9
10764,10278,3
10764,10379,3
10764,10381,4
10764,10388,2
10764,10389,3
10764,10427,1
10764,10432,14
10764,10468,1
10764,10473,1
10764,10476,8
10764,10479,7
10764,10489,1
10764,10527,3
10764,10546,2
10764,10572,1
10764,10576,1
10764,10589,6
10764,10593,2
10764,10622,5
10764,10686,1
10764,10692,5
10764,10718,1
10764,10721,1
10764,10738,8
10764,10761,3
10764,10764,1
10764,10777,3
10764,10790,1
10764,10845,3
10764,10894,1
10764,10946,1
10764,10967,3
10764,10979,2
10764,10981,2
10764,11019,2
10764,11051,2
10764,11053,1
10764,11105,1
10764,11206,6
10764,11279,1
10764,11411,7
10764,11642,2
10764,11708,2
10764,11910,2
10764,12707,1
10764,12723,3
10764,12786,4
10764,12820,2
10764,12834,3
10764,12838,27
10764,12893,1
10764,12911,1
10764,12936,5
10764,12939,3
10764,13002,11
10764,13064,1
10764,13078,2
10764,13111,1
10764,13115,8
10764,13125,1
10764,13320,8
10764,13405,2
10764,13413,1
10764,13435,6
10764,13473,1
10764,13534,4
10764,13653,2
10764,13693,1
10764,13737,4
10764,13751,15
10764,14315,1
10764,14334,4
10764,14394,1
10764,14408,2
10764,14690,5
10764,14692,2
10764,15829,10
10764,16084,1
10764,16138,1
10764,16141,1
10764,16249,1
10764,16281,1
10764,17290,1
10764,19729,7
10764,19913,1
10764,20025,1
10764,20030,12
10764,22554,2
10764,22969,5
10764,23109,9
10764,23151,1
10764,23676,1
10764,24569,2
10764,24703,1
10764,24832,15
10764,25255,1
10764,25341,1
10764,26411,1
10764,26640,2
10764,26814,1
10764,27502,3
10764,27656,1
10764,27674,1
10764,27897,1
10764,27946,2
10764,28043,1
10764,28717,1
10764,28776,8
10764,28876,1
10764,29640,1
10764,29644,1
10764,29657,2
10764,29753,2
10764,30102,5
10764,30246,1
10764,31983,9
10764,35495,1
10764,36821,2
10764,38961,2
10764,39979,2
10764,40154,1
10764,40710,5
10764,40719,1
10764,40724,1
10764,40727,2
10764,40744,1
10764,40747,3
10764,40755,1
10764,40758,3
10764,40775,3
10764,40776,2
10764,40777,2
10764,40778,1
10764,40780,1
10764,40786,2
10764,40787,10
10764,40790,1
10764,40798,1
10764,40799,1
10764,40800,1
10764,40801,1
10764,40804,3
10764,40806,1
10764,40810,1
10764,40811,5
10764,40813,2
10764,40814,2
10764,40817,1
10764,40822,1
10764,40823,2
10764,40824,1
10764,40827,1
10764,40828,3
10764,40829,1
10764,40830,4
10764,40831,1
10764,40832,1
10764,40833,2
10764,40835,3
10764,40836,1
10764,40837,1
10764,40838,1
10764,40839,2
10764,40841,1
10764,40843,1
10764,40844,1
10764,40845,2
10764,40846,3
10764,40850,2
10764,40851,2
10764,40853,1
10764,40854,3
10764,40855,1
10764,40856,6
10764,40857,2
10764,40861,1
10764,40863,3
10764,40866,3
10764,40867,2
10764,40868,7
10764,40869,1
10764,40870,2
10764,40871,3
10764,40874,1
10764,40875,1
10764,40879,3
10764,40880,1
10764,40882,1
10764,40885,2
10764,40886,1
10764,40891,1
10764,40892,1
10764,40893,2
10764,40894,2
10764,40895,2
10764,40896,1
10764,40902,1
10764,40911,1
10764,40912,1
10764,40913,1
10764,40914,1
10765,10766,1
10767,10277,2
10768,10769,1
10770,10003,3
10770,10064,1
10770,10123,17
10770,10250,1
10770,10360,13
10770,10484,1
10770,10491,140
10770,10492,3
10770,10779,130
10770,12047,4
10770,12481,5
10770,13407,2
10770,16084,1
10770,19730,3
10770,22700,17
10770,22768,2
10770,23241,2
10770,32476,1
10770,37687,3
10771,10772,4
10773,10774,1
10773,10830,1
10773,10872,1
10773,10924,1
10773,10962,1
10775,10277,1
10776,10277,4
10777,10069,1
10777,10123,1
10777,10277,1
10777,10426,1
10777,10432,1
10777,10589,1
10777,10692,3
10777,10764,7
10777,10845,1
10777,10967,1
10777,10970,1
10777,11427,1
10777,11453,2
10777,13002,1
10777,13405,1
10777,13751,3
10777,13775,1
10777,14690,3
10777,15931,1
10777,23151,1
10777,26814,1
10777,28776,5
10777,44561,1
10779,10187,1
10779,10277,1
10779,10360,29
10779,10444,1
10779,10483,3
10779,10490,1
10779,10491,41
10779,10770,3
10779,11013,3
10779,11405,2
10779,11596,3
10779,11982,3
10779,12706,2
10779,12961,2
10779,13407,2
10779,21169,2
10779,23052,1
10779,33518,5
10781,10056,1
10781,10123,6
10781,10135,3
10781,10163,16
10781,10167,1
10781,10172,2
10781,10178,3
10781,10232,12
10781,10310,12
10781,10320,1
10781,10426,11
10781,10442,1
10781,10796,1
10781,10810,4
10781,10862,1
10781,10875,7
10781,10876,1
10781,10972,26
10781,11033,1
10781,11149,5
10781,11150,2
10781,11160,1
10781,11162,5
10781,11172,1
10781,11553,2
10781,11966,15
10781,12043,15
10781,12067,3
10781,12092,12
10781,12118,1
10781,12155,5
10781,12321,3
10781,12399,1
10781,12466,2
10781,12644,5
10781,12683,5
10781,13353,2
10781,13593,2
10781,13718,3
10781,13722,6
10781,13725,6
10781,13737,7
10781,13742,9
10781,13743,3
10781,13745,10
10781,13755,1
10781,13756,1
10781,13759,2
10781,13760,1
10781,13762,16
10781,13764,1
10781,13766,7
10781,13768,2
10781,13771,1
10781,13773,2
10781,13779,3
10781,13780,1
10781,13782,4
10781,13783,2
10781,13789,1
10781,34895,1
10782,10277,2
10782,10782,29
10783,10784,5
10786,10787,1
10788,10289,3
10788,10789,1
10788,10793,1
10788,10812,1
10788,10815,1
10788,10828,1
10788,10844,1
10788,10852,5
10788,10865,1
10788,10877,1
10788,10882,2
10788,10884,1
10788,10893,1
10790,10006,1
10790,10130,2
10790,10175,5
10790,10187,1
10790,10248,5
10790,10249,2
10790,10277,3
10790,10278,4
10790,10500,1
10790,10764,1
10790,10912,3
10790,11264,1
10790,11540,2
10790,12733,2
10790,12743,10
10790,12786,3
10790,12983,2
10790,13114,2
10790,13653,20
10790,18663,6
10790,18787,4
10790,19929,3
10790,28939,5
10790,28966,6
10790,29140,1
10792,10277,1
10794,10277,1
10796,10277,1
10796,10796,4
10796,10802,1
10796,11739,1
10796,11966,1
10796,13302,5
10796,13762,1
10796,16382,3
10796,21126,4
10797,10277,1
10797,10379,1
